ID,Alas#,Genus,Species,Species number,FWL,Wing measure,Site,Elevation,Date
41792,3641792,Mesothen,montana,2,15,from specimen,4,550,2/9/2004
40250,3640250,Hyalurga,fenestra,6,29,from specimen,24,525,6/2/2003
40255,3640255,Hyalurga,fenestra,6,35,from specimen,23,525,4/19/2003
41152,3641152,Hypocrita,reedia,7,31,from specimen,6,1115,5/2/2003
40817,3640817,Cosmosoma,watsoni,8,25,from specimen,8,1690,5/6/2003
42337,3642337,Cosmosoma,watsoni,8,26,from specimen,7,1710,2/15/2004
40598,3640598,Eucereon,sp nr consorta,11,20,from specimen,5,1070,5/23/2003
40446,3640446,Lampruna,rosea,14,27,from specimen,10,2090,5/19/2003
41779,3641779,Balbura,intervenata,14,25,from specimen,9,2140,2/12/2004
41811,3641811,Dycladia,correbioides,14,26,from specimen,6,1115,2/18/2004
42317,3642317,Amastus,sp,14,28,from specimen,8,1690,2/16/2004
42318,3642318,Lophocampa,modesta,14,27,from specimen,9,2140,2/12/2004
43152,3643152,Opharus,sp,14,27,from specimen,5,1070,2/18/2004
43154,3643154,Amastus,rumina,14,28,from specimen,5,1070,2/18/2004
43155,3643155,Virbia,zonata,14,29,from specimen,6,1115,2/18/2004
43156,3643156,Opharus,sp,14,29,from specimen,6,1115,2/18/2004
40447,3640447,Ormetica,contraria,15,27,from specimen,6,1115,5/22/2003
40448,3640448,Ochrodota,sp nr constellata,15,18,from specimen,6,1115,5/22/2003
40389,3640389,Melese,sp,16,30,from specimen,10,2090,4/25/2003
40390,3640390,Amaxia,bella,16,32,from specimen,10,2090,4/25/2003
40386,3640386,Amaxia,pyga,17,30,from specimen,11,2725,5/26/2003
40387,3640387,Idalus,quadratus,17,29,from specimen,12,2730,4/28/2003
40395,3640395,Idalus,critheis,17,24,from specimen,10,2090,4/25/2003
40396,3640396,Agylla,sp,17,26,from specimen,9,2140,4/24/2003
40397,3640397,Lophocampa,debilis,17,26,from specimen,9,2140,4/24/2003
40398,3640398,Eucereon,flavicaput,17,25,from specimen,11,2725,5/26/2003
40399,3640399,Baritius,sp nr eleuthera,17,23,from specimen,9,2140,5/18/2003
40400,3640400,Pseudaclytia,sp,17,28,from specimen,12,2730,4/28/2003
40401,3640401,Opharus,sp,17,28,from specimen,12,2730,4/28/2003
40402,3640402,Melese,incertus,17,28,from specimen,12,2730,4/28/2003
41186,3641186,Melese,flavimaculata,17,28,from specimen,12,2730,4/28/2003
41802,3641802,Ormetica,metallica,17,26,from specimen,9,2140,2/12/2004
41875,3641875,Eucereon,tesselata,17,24,from specimen,7,1710,2/15/2004
41876,3641876,Paranerita,lophosticta,17,25,from specimen,9,2140,2/12/2004
41877,3641877,"Halysidota""",sp nr cyclozonata,17,29,from specimen,9,2140,2/12/2004
41878,3641878,Parevia,metachryseis,17,27,from specimen,9,2140,2/12/2004
41879,3641879,Astralarctica,canalis,17,28,from specimen,12,2730,2/22/2004
41880,3641880,Robinsonia,sp nr polyplagia,17,25,from specimen,8,1690,3/17/2004
41881,3641881,Ctenuchini,sp,17,25,from specimen,9,2140,2/12/2004
41882,3641882,Illice,tessellata,17,25,from specimen,8,1690,2/16/2004
43162,3643162,Ichoria,lycone,17,28,from specimen,12,2730,3/24/2004
43167,3643167,Paranerita,diversa,17,29,from specimen,12,2730,3/24/2004
40384,3640384,Eucereon,sp,19,35,from specimen,10,2090,4/25/2003
40385,3640385,Epeiromulona,sp nr phelina,19,34,from specimen,7,1710,5/5/2003
40588,3640588,Rhabdatomis,sp nr cora,19,35,from specimen,12,2730,2/22/2004
40590,3640590,Illice,croesus,19,37,from specimen,10,2090,2/13/2004
41780,3641780,Talara,sp nr minynthadia,19,34,from specimen,9,2140,2/12/2004
41781,3641781,Pseudopharus,hades,19,36,from specimen,9,2140,2/12/2004
41800,3641800,Lycomorphodes,sordida,19,35,from specimen,9,2140,2/12/2004
43177,3643177,Notarctia,sp,19,36,from specimen,7,1710,3/18/2004
43178,3643178,Sychesia,dryas,19,36,from specimen,7,1710,3/18/2004
43206,3643206,Pelochyta,sp,19,36,from specimen,8,1690,3/17/2004
43231,3643231,CTENUCHINI,sp,19,38,from specimen,10,2090,2/13/2004
43236,3643236,Agylla,sp,19,33,from specimen,10,2090,3/11/2004
43237,3643237,'Hypercompe',conspersa,19,36,from specimen,10,2090,3/11/2004
43243,3643243,Tricypha,imperialis,19,36,from specimen,10,2090,3/11/2004
43244,3643244,Agaraea,inconspicua,19,37,from specimen,10,2090,3/11/2004
43246,3643246,Agaraea,boettgeri,19,36,from specimen,10,2090,2/13/2004
43247,3643247,Tricypha,sp,19,38,from specimen,10,2090,2/13/2004
43250,3643250,Pachydota,saduca,19,35,from specimen,10,2090,2/13/2004
43259,3643259,Virbia,sp nr zonata,19,33,from specimen,10,2090,3/11/2004
43260,3643260,Castrica,phalaenoides,19,37,from specimen,10,2090,3/11/2004
43265,3643265,Araeomolis,sp,19,37,from specimen,11,2725,2/23/2004
40404,3640404,Bernathonomus,piperita,20,23,from specimen,9,2140,4/24/2003
40407,3640407,Emurena,tripunctata,21,28,from specimen,9,2140,4/24/2003
40585,3640585,Sutonocrea,reducta,21,30,from specimen,9,2140,2/12/2004
40586,3640586,Agylla,subochracea,21,28,from specimen,9,2140,2/12/2004
40587,3640587,Bertholdia,fumida,21,27,from specimen,9,2140,2/12/2004
41799,3641799,Evius,cochenouri,21,28,from specimen,9,2140,2/12/2004
43301,3643301,Idalus,aleteria,21,29,from specimen,10,2090,3/11/2004
43302,3643302,Eucereon,rogersi,21,30,from specimen,10,2090,3/11/2004
43309,3643309,Ischnocampa,mundator,21,30,from specimen,10,2090,2/13/2004
43313,3643313,Neritos,cotes,21,32,from specimen,10,2090,3/11/2004
43319,3643319,Neritos,steniptera,21,27,from specimen,10,2090,3/11/2004
43320,3643320,Ischnocampa,sp nr admeta,21,29,from specimen,10,2090,3/11/2004
40494,3640494,Evius,hippia,23,12,from specimen,2,45,4/23/2003
41211,3641211,Melese,nigromaculata,23,13,from specimen,1,40,5/31/2003
41052,3641052,CTENUCHINI,sp,24,29,from specimen,10,2090,4/25/2003
41860,3641860,Melese,chiriquens,24,30,from specimen,7,1710,3/18/2004
40391,3640391,Scaptius,vinasia,25,40,from specimen,12,2730,4/28/2003
40392,3640392,Eucereon,formosa,25,40,from specimen,9,2140,5/18/2003
41181,3641181,Lophocampa,nimbifacta,25,37,from specimen,6,1115,5/22/2003
41769,3641769,Leucanopsis,flavorufa,25,37,from specimen,5,1070,2/18/2004
40437,3640437,Psilopleura,dolens,27,25,from specimen,7,1710,5/5/2003
40442,3640442,Lophocampa,montana,27,22,from specimen,9,2140,4/24/2003
41858,3641858,Leucanopsis,cirphis,27,24,from specimen,8,1690,3/17/2004
41859,3641859,Melese,binotata,27,26,from specimen,8,1690,3/17/2004
40424,3640424,Aclytia,ventralis,28,23,from specimen,4,550,4/19/2003
40394,3640394,Hemihyalea,schausi,29,40,from specimen,6,1115,5/2/2003
41770,3641770,Chrostosoma,tabascensis,29,42,from specimen,6,1115,2/19/2004
43344,3643344,CTENUCHINI,sp,29,29,from specimen,5,1070,3/14/2004
43345,3643345,Saurita,sp nr stryma,29,28,from specimen,5,1070,3/14/2004
40049,3640049,Sauritinia,sp nr dubiosa,31,21,from specimen,26,50,7/1/2003
40050,3640050,CTENUCHINI,sp,31,20,from specimen,26,50,6/29/2003
42174,3642174,Chrostosoma,destricta,32,22,from specimen,25,50,3/22/2004
40503,3640503,Correbia,affinis,33,19,from specimen,23,525,6/3/2003
40059,3640059,Correbidia,costinotata,34,17,from specimen,26,50,6/29/2003
40504,3640504,Correbia,sp,34,18,from specimen,3,525,4/20/2003
40505,3640505,Hyalomis,basilutea,34,19,from specimen,3,525,6/3/2003
42273,3642273,Cosmosoma,saron,35,18,from specimen,27,40,2/24/2004
42275,3642275,Paranerita,flexuosa,35,18,from specimen,29,45,3/16/2004
42274,3642274,Cosmosoma,galatea,36,20,from specimen,3,525,2/9/2004
40578,3640578,Dycladia,vitrina,37,20,from specimen,8,1690,5/29/2003
40567,3640567,Dycladia,sp nr vitrina,39,19,from specimen,3,525,6/2/2003
40568,3640568,Pachydota,punctata,39,18,from specimen,2,45,4/23/2003
40569,3640569,Leucopleura,cucadma,39,16,from specimen,3,525,4/19/2003
42220,3642220,Euagra,cerymica,39,16,from specimen,1,40,2/11/2004
42226,3642226,Pseudaclytia,sp,40,17,from specimen,27,40,3/21/2004
40439,3640439,Cosmosoma,chiriquensis,42,24,from specimen,5,1070,5/1/2003
40440,3640440,Lophocampa,sp nr propinqua,42,24,from specimen,9,2140,4/24/2003
40441,3640441,Epidesma,lenaeus,42,23,from specimen,5,1070,5/22/2003
41854,3641854,Epidesma,hypoleuca,42,23,from specimen,6,1115,2/18/2004
41855,3641855,Macrocneme,iole,42,23,from specimen,8,1690,2/16/2004
41856,3641856,Poliopastea,lamprosoma,42,23,from specimen,5,1070,2/18/2004
40102,3640102,Dysschema,leda,43,13,from specimen,26,50,6/29/2003
44179,3644179,Episcepsis,venata,43,13,from specimen,31,45,2/27/2004
40649,3640649,Cte,sp,45,14,from specimen,4,550,4/20/2003
40650,3640650,Epidesma,metapolia,45,14,from specimen,24,525,4/19/2003
41750,3641750,Aclytia,gynamorpha,45,15,from specimen,3,525,2/9/2004
42139,3642139,Diaxanthia,lucinia,45,14,from specimen,3,525,2/9/2004
42140,3642140,Dasysphinx,volatilis,45,14,from specimen,1,40,3/9/2004
41760,3641760,Mesothen,temperata,46,21,from specimen,3,525,2/10/2004
44196,3644196,Amastus,flavicauda,46,22,from specimen,31,45,2/9/2004
40477,3640477,Pseudapistosia,sp,48,14,from specimen,2,45,4/22/2003
42146,3642146,Agylla,sp,48,14,from specimen,4,550,3/22/2004
42147,3642147,Agylla,argentifera,48,15,from specimen,27,40,2/28/2004
44188,3644188,Aptilosia,crocea,48,13,from specimen,31,45,3/3/2004
40100,3640100,Agylla,sp,49,14,from specimen,26,50,6/29/2003
42266,3642266,Talara,cara,49,14,from specimen,29,45,3/20/2004
42267,3642267,Macroptila,monstralis,49,14,from specimen,1,40,3/9/2004
40174,3640174,Agylla,subcinerea,55,11,from specimen,26,50,6/29/2003
40222,3640222,Diarhabdosia,sp,55,11,from specimen,26,50,7/1/2003
42402,3642402,Agylla,sp,55,11,from specimen,1,40,3/16/2004
42403,3642403,CTENUCHINI,sp,55,12,from specimen,27,40,3/21/2004
42404,3642404,Aclytia,reducta,55,11,from specimen,30,45,3/9/2004
42405,3642405,Melese,columbiana,55,11,from specimen,29,45,3/27/2004
42153,3642153,Hemihyalea,celsicola,56,11,from specimen,2,45,3/12/2004
42154,3642154,Isanthrene,azia,56,11,from specimen,25,50,3/8/2004
42384,3642384,Epidesma,demonis,58,9,from specimen,30,45,3/16/2004
40223,3640223,Virbia,lehmanni,59,8,from specimen,26,50,6/29/2003
40224,3640224,Melese,sp,59,9,from specimen,26,50,7/1/2003
42393,3642393,Agaraea,semivitrea,60,7,from specimen,30,45,3/27/2004
42368,3642368,Bertholdia,sp nr philothera,61,9,from specimen,3,525,2/9/2004
42369,3642369,Agylla,sp nr submacula,61,7,from specimen,28,40,3/28/2004
42370,3642370,Agylla,poasia,61,7,from specimen,30,45,3/27/2004
42371,3642371,"Elysius""",melanoplaga,61,7,from specimen,28,40,2/24/2004
42372,3642372,Delphyre,hebes,61,7,from specimen,28,40,3/28/2004
42722,3642722,Metacrocea,postflava,61,7,from specimen,30,45,3/20/2004
42752,3642752,Cloesia,digna,61,6,from specimen,30,45,3/23/2004
41847,3641847,Melese,chozeba,62,23,from specimen,8,1690,2/16/2004
40784,3640784,Saurita,submacula,69,26,from specimen,10,2090,5/19/2003
41752,3641752,Hyaleucerea,panacea,69,21,from specimen,7,1710,5/30/2003
41778,3641778,Leucanopsis,sp nr stipulata,69,23,from specimen,9,2140,2/12/2004
42095,3642095,Neonerita,parapessa,69,26,from specimen,7,1710,2/15/2004
40433,3640433,Scena,potentia,71,38,from specimen,2,45,6/20/2003
40522,3640522,Mesothen,dorsimacula,73,17,from specimen,8,1690,5/29/2003
40523,3640523,Virbia,hypophaea,73,17,from specimen,8,1690,5/6/2003
40524,3640524,Epidesma,sp nr hypoleuca,73,17,from specimen,8,1690,5/6/2003
40525,3640525,Eucereon,rosa,73,16,from specimen,8,1690,5/29/2003
40526,3640526,CTENUCHINI,sp,73,18,from specimen,9,2140,4/24/2003
40527,3640527,Virbia,flavifurca,73,18,from specimen,9,2140,4/24/2003
40529,3640529,LITHOSIINAE,sp,74,15,from specimen,3,525,6/3/2003
42138,3642138,Homoeocera,gigantea,77,20,from specimen,4,550,2/10/2004
41119,3641119,CTENUCHINI,sp,78,28,from specimen,4,550,4/20/2003
40498,3640498,Phaenarete,diana,79,15,from specimen,23,525,4/19/2003
41263,3641263,Gymnelia,salvini,79,15,from specimen,4,550,6/3/2003
40511,3640511,Cosmosoma,sectinota,81,17,from specimen,1,40,5/31/2003
42133,3642133,Isanthrene,monticola,81,18,from specimen,3,525,3/21/2004
44187,3644187,Hyponerita,rhodocraspis,81,17,from specimen,31,45,6/29/2003
40103,3640103,Eucereon,sp,82,17,from specimen,26,50,6/29/2003
44183,3644183,Hypercompe,ecpantheroides,82,16,from specimen,31,45,2/27/2004
41273,3641273,Argyroeides,sp nr flavipes,83,25,from specimen,25,50,6/29/2003
41274,3641274,Prosopidia,sp,84,26,from specimen,22,525,4/22/2003
40476,3640476,Eucereon,pseudarchias,85,21,from specimen,24,525,6/2/2003
40682,3640682,Eucereon,myrtusa,87,14,from specimen,3,525,4/20/2003
40683,3640683,Opharus,roseistringa,87,15,from specimen,3,525,6/3/2003
40684,3640684,Xenosoma,nigromarginatum,87,12,from specimen,1,40,4/21/2003
40685,3640685,Pelochyta,cinerea,87,14,from specimen,10,2090,4/25/2003
40455,3640455,Epeiromulona,thysanata,88,20,from specimen,3,525,6/2/2003
40456,3640456,Symphlebia,suanoides,88,20,from specimen,4,550,6/3/2003
40460,3640460,Melese,dorothea,89,18,from specimen,3,525,4/19/2003
41121,3641121,Symphlebia,herbosa,90,21,from specimen,3,525,6/3/2003
41275,3641275,Amastus,episcostosia,90,21,from specimen,23,525,4/19/2003
42017,3642017,Dysschema,sp,92,20,from specimen,7,1710,5/30/2003
41277,3641277,Baritius,sp,93,17,from specimen,8,1690,5/6/2003
40548,3640548,Hemihyalea,sp,96,14,from specimen,3,525,6/3/2003
40451,3640451,Amastus,sp,99,16,from specimen,24,525,6/2/2003
40452,3640452,Abrochia,moza,99,17,from specimen,24,525,6/2/2003
40453,3640453,Cosmosoma,stibosticta,99,16,from specimen,23,525,4/19/2003
40454,3640454,Cosmosoma,hector,99,16,from specimen,4,550,4/20/2003
42173,3642173,Cosmosoma,pudica,99,17,from specimen,4,550,2/9/2004
41783,3641783,Cosmosoma,sitiona,100,22,from specimen,9,2140,2/12/2004
41784,3641784,Cosmosoma,joavana,100,22,from specimen,9,2140,2/12/2004
41798,3641798,Loxophlebia,sp,100,23,from specimen,9,2140,2/12/2004
42289,3642289,Cosmosoma,semifulva,100,22,from specimen,9,2140,2/12/2004
42290,3642290,Correbia,obtusa,100,22,from specimen,9,2140,2/12/2004
42291,3642291,Macrocneme,sp,100,23,from specimen,9,2140,2/12/2004
42293,3642293,Eucereon,cimonis,100,22,from specimen,10,2090,3/11/2004
42294,3642294,Eucereon,relegata,100,23,from specimen,11,2725,3/25/2004
42295,3642295,Symphlebia,tesselata,100,22,from specimen,10,2090,3/11/2004
42296,3642296,Eucereon,zamorae,100,22,from specimen,10,2090,3/11/2004
42297,3642297,Eucereon,maja,100,22,from specimen,9,2140,2/12/2004
42111,3642111,Eucereon,sp,101,14,from specimen,5,1070,3/14/2004
44191,3644191,Aclytia,albistriga,102,17,from specimen,31,45,4/19/2003
41188,3641188,Agaraea,sp nr inconspicua,103,25,estimated,9,2140,4/24/2003
41189,3641189,Agaraea,minuta,103,25,estimated,9,2140,4/24/2003
41190,3641190,Eucereon,obscura,103,24,estimated,9,2140,4/24/2003
41359,3641359,CTENUCHINI,sp,103,27,estimated,9,2140,4/24/2003
41360,3641360,Correbidia,sp nr terminalis,103,28,estimated,9,2140,4/24/2003
41433,3641433,Correbidia,germana,103,24,estimated,10,2090,4/25/2003
41434,3641434,Eucereon,discolor,103,26,estimated,10,2090,4/25/2003
41597,3641597,Eucereon,decora,103,24,from specimen,10,2090,5/19/2003
41626,3641626,Bertholdia,philothera,103,23,from specimen,10,2090,5/19/2003
41627,3641627,Neonerita,marpessa,103,24,from specimen,10,2090,5/19/2003
41628,3641628,Neonerita,sp,103,26,from specimen,10,2090,5/19/2003
41632,3641632,Paranerita,kennedyi,103,28,from specimen,10,2090,5/19/2003
41633,3641633,Amaxia,pardalis,103,26,from specimen,10,2090,5/19/2003
41634,3641634,Amaxia,beata,103,24,from specimen,10,2090,5/19/2003
40457,3640457,Scaptius,submarginalis,104,20,from specimen,24,525,4/19/2003
40536,3640536,Hypocrita,drucei,105,17,from specimen,3,525,4/19/2003
40541,3640541,Hyalurga,sixola,106,26,from specimen,3,525,4/19/2003
41265,3641265,Dysschema,magdala,107,21,from specimen,23,525,6/3/2003
41266,3641266,Dysschema,perplexa,107,21,from specimen,3,525,4/19/2003
42244,3642244,Dysschema,leucophaea,107,24,from specimen,3,525,3/21/2004
42245,3642245,Holophaea,gentilicia,107,22,from specimen,1,40,3/9/2004
40570,3640570,"Halysidota""",sp nr grandis,109,21,from specimen,6,1115,5/22/2003
42218,3642218,Eupseudosoma,aberrans,109,21,from specimen,4,550,2/10/2004
40922,3640922,Idalus,dares,111,14,from specimen,1,40,4/18/2003
40923,3640923,Ormetica,maura,111,13,from specimen,3,525,4/19/2003
40924,3640924,Cratoplastis,diluta,111,14,from specimen,3,525,6/3/2003
40925,3640925,Viviennea,salma,111,13,from specimen,23,525,4/19/2003
42067,3642067,Ormetica,taniala,111,13,from specimen,3,525,2/9/2004
42068,3642068,Viviennea,tegyra,111,13,from specimen,1,40,2/11/2004
40720,3640720,Parathyris,cedonulli,112,14,from specimen,3,525,4/19/2003
40721,3640721,Abrochocis,esperanza,112,15,from specimen,3,525,6/2/2003
40722,3640722,Talara,sp,112,13,from specimen,4,550,6/2/2003
40723,3640723,Talara,rugipennis,112,14,from specimen,24,525,4/19/2003
40724,3640724,Talara,synnephala,112,14,from specimen,22,525,4/23/2003
40725,3640725,LITHOSIINAE,sp,112,15,from specimen,3,525,6/2/2003
40726,3640726,Odozana,inconspicua,112,15,from specimen,4,550,4/19/2003
40727,3640727,Illice,sp,112,14,from specimen,23,525,4/19/2003
40728,3640728,Prepiella,pexicera,112,15,from specimen,4,550,4/20/2003
40729,3640729,Lycomorphodes,correbioides,112,14,from specimen,3,525,4/20/2003
40730,3640730,CTENUCHINI,sp,112,14,from specimen,1,40,5/31/2003
40731,3640731,Leucanopsis,sp nr strigulosa,112,14,from specimen,4,550,4/20/2003
40732,3640732,Agylla,submacula,112,15,from specimen,4,550,4/20/2003
40733,3640733,Agylla,sp nr subcinerea,112,13,from specimen,3,525,4/20/2003
42062,3642062,Talara,sp,112,15,from specimen,2,45,3/12/2004
42063,3642063,Abrochocis,sp,112,14,from specimen,2,45,3/12/2004
42598,3642598,Eucereon,sp nr flavicaput,112,15,from specimen,1,40,2/11/2004
42648,3642648,Semaeopus,dentilinea,112,14,from specimen,4,550,3/22/2004
42649,3642649,Cyclophora,coecaria,112,13,from specimen,3,525,3/21/2004
42650,3642650,Oxydia,trychiata,112,14,from specimen,3,525,3/21/2004
42651,3642651,Oxydia,augusta,112,15,from specimen,3,525,3/21/2004
42652,3642652,Oxydia,translinquens,112,14,from specimen,4,550,2/9/2004
42653,3642653,Ira,somnolenta,112,14,from specimen,4,550,2/9/2004
42080,3642080,Sphacelodes,vulneraria,113,11,from specimen,30,45,3/20/2004
42081,3642081,"Isochromodes""",atristicta,113,10,from specimen,30,45,3/20/2004
40160,3640160,Psaliodes,infantula,118,14,from specimen,26,50,6/29/2003
40151,3640151,Oenoptila,costata,119,11,from specimen,26,50,7/1/2003
42075,3642075,"Petelia""",purpurea,119,12,from specimen,28,40,3/12/2004
42076,3642076,Oxydia,masthala,119,12,from specimen,28,40,3/21/2004
42077,3642077,Macaria,ostia,119,12,from specimen,26,50,3/4/2004
42078,3642078,"Cyphoedma""",transvolutata,119,12,from specimen,26,50,3/4/2004
44126,3644126,Pityeja,histrionaria,119,14,from specimen,31,45,6/19/2003
41117,3641117,Furcijuxta,sp nr mathilda,120,20,from specimen,2,45,5/25/2003
41993,3641993,Chloropteryx,opalaria,120,19,from specimen,1,40,2/11/2004
41994,3641994,Rhinura,populonia,120,18,from specimen,1,40,2/11/2004
41748,3641748,Spargania,cultata,121,17,from specimen,3,525,6/2/2003
44161,3644161,Euphyia,subguttaria,123,12,from specimen,31,45,4/18/2003
44162,3644162,Hydriomena,multangulata,123,12,from specimen,31,45,4/17/2003
44163,3644163,Perizoma,basiplaga,123,11,from specimen,31,45,4/18/2003
44164,3644164,Psaliodes,aurativena,123,12,from specimen,31,45,6/29/2003
42050,3642050,Psaliodes,plumbescens,125,11,from specimen,26,50,3/19/2004
42051,3642051,Perizoma,cinerolimitata,125,10,from specimen,30,45,3/27/2004
40138,3640138,Psaliodes,confusa,126,13,from specimen,26,50,6/29/2003
40848,3640848,Eupithecia,sp,126,16,from specimen,24,525,6/2/2003
40136,3640136,Eupithecia,sp,127,15,from specimen,26,50,7/1/2003
40137,3640137,Euphyia,psyra,127,14,from specimen,26,50,7/1/2003
41905,3641905,Macaria,regulata,127,14,from specimen,5,1070,3/14/2004
41906,3641906,Psaliodes,tripita,127,14,from specimen,29,45,3/20/2004
41907,3641907,Tricentra,gavisata,127,14,from specimen,30,45,3/20/2004
40135,3640135,Leuciris,beneciliata,129,16,from specimen,26,50,6/29/2003
42091,3642091,Eusarca,nemora,129,16,from specimen,26,50,3/13/2004
40041,3640041,Cratoptera,vestianaria,133,20,from specimen,26,50,6/29/2003
41759,3641759,Macaria,sp,133,20,from specimen,4,550,2/10/2004
40006,3640006,Oxydia,apidania,136,16,from specimen,26,50,6/29/2003
40009,3640009,Mimosema,sp nr sobrina,137,16,from specimen,26,50,6/29/2003
40010,3640010,Psaliodes,samaniegoi,137,15,from specimen,26,50,6/29/2003
40489,3640489,Chloropteryx,dealbata,137,14,from specimen,3,525,4/20/2003
41127,3641127,Eois,zorra,137,14,from specimen,2,45,5/25/2003
41128,3641128,Oenoptila,recessa,137,16,from specimen,2,45,5/25/2003
41918,3641918,Ischnopteris,bryifera,137,14,from specimen,28,40,2/28/2004
40903,3640903,"Cyclophora""",albidiscata,138,17,from specimen,2,45,5/25/2003
42012,3642012,Psaliodes,sp nr catenifera,138,18,from specimen,30,45,3/20/2004
44153,3644153,Oospila,albicoma,138,16,from specimen,31,45,5/21/2003
40909,3640909,Synchlora,expulsata,140,18,from specimen,10,2090,5/19/2003
40910,3640910,Synchlora,pulchrifimbria,140,19,from specimen,9,2140,5/18/2003
40911,3640911,Phrudocentra,pupillata,140,19,from specimen,9,2140,5/18/2003
40912,3640912,Oospila,sp nr ecuadorata,140,19,from specimen,9,2140,4/24/2003
40913,3640913,Chloropteryx,punctilinea,140,20,from specimen,9,2140,4/24/2003
40914,3640914,Synchlora,sp nr gerularia,140,18,from specimen,10,2090,5/19/2003
